ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
03015.png,-0.63547826,-0.80094874,-0.31603724,0.26975718,-0.38532913,-0.5222918,-0.91056955,-0.57376885,-0.5011631,4.3229256,-0.42091808,-0.165833
03016.png,-0.7630907,-0.8308779,4.0855045,-0.22927512,-0.5830907,-1.3537726,0.104832284,-0.78677654,0.87620175,-1.2664716,-0.3394817,-0.34835088
03017.png,-0.77312565,0.42728108,-0.5494342,2.0245094,-0.37548897,-0.0059897155,-0.5340322,-1.5389378,2.938933,-0.71492195,-1.3631039,-0.4362777
03018.png,0.0046017766,-0.9912764,-0.5307362,-1.0422466,-0.67292476,4.4330435,-0.5021452,-0.060486197,0.018930413,-0.7613745,0.26510814,-0.6431812
03019.png,0.058907166,-0.9880891,-0.5374571,-1.102909,-0.5745101,4.2876196,-0.33395928,-0.0885196,0.07362068,-0.69148093,0.28949872,-0.7230842
03020.png,0.008773699,-1.1116506,-0.6805241,-1.028268,-0.50179136,4.410011,-0.32547754,-0.22424734,0.3100175,-0.80674565,0.10111803,-0.64514214
03021.png,-0.92178655,-0.4915362,3.739358,-0.55342627,-0.03526441,-1.2243751,-0.5207183,-1.2903116,1.1669254,-1.131984,-0.4347748,-0.085890815
03022.png,-1.0174228,-0.6855509,-0.5979218,2.7874413,-1.0247151,-0.5167491,-1.278495,-1.773169,2.2057576,0.77704656,-1.7440643,0.08335738
03023.png,-0.8267151,-0.63144386,-1.3835257,0.2397123,-0.5735348,0.12903893,-0.6253421,-1.9131105,1.8883233,-0.60911727,-1.5009421,3.6611238
03024.png,-0.932065,-0.21342991,-0.64712536,3.6905117,-0.9755291,0.13838021,-0.5184351,-1.2984183,1.4210122,-0.93683934,-1.5429995,-0.48271966
03025.png,-0.17230341,-1.9677532,-0.48508212,3.04887,-0.8972759,-0.8503426,-0.7277938,-0.617259,1.105963,0.5033485,-0.91141015,-0.6933361
03026.png,-0.5470435,0.84709275,-1.3529155,-0.07802041,-0.6946136,-0.52933514,0.15129331,-1.9779994,3.8257213,-0.44933254,-0.09636149,0.012357108
03027.png,-0.8675778,-0.93025565,-0.1411644,4.1640677,-0.90141404,0.49101368,-0.6018467,-0.64975274,0.2065597,-0.86466324,-1.3071681,-0.9547217
03028.png,-1.3046875,-1.2096083,-0.62895954,2.6572602,-1.0012981,-0.97092116,-1.3306981,-1.3064617,2.122788,1.7323337,-1.1400691,0.017074749
03029.png,-0.36652488,-0.47700647,-1.5091892,-0.091563836,-0.16309126,1.7186022,-0.06913625,-1.5800672,3.271292,-0.40126657,-0.2399978,-0.31091988
03030.png,-0.14598323,-0.91889894,-0.15835911,-1.0173334,0.18837863,-0.35781443,4.254191,-0.8637129,-0.29543158,-0.44933498,0.19616744,-0.94034696
03031.png,-1.1221547,-0.070547126,-0.5949924,2.420812,-0.73116267,0.11975773,-1.3687251,-1.7414358,1.349956,-1.0291468,-1.2572769,1.0317038
03032.png,-0.7202234,-0.3689177,3.9260883,0.5968536,-0.5116046,-0.7175012,-0.8397311,-0.6603352,1.0208373,-0.8078085,-0.72862524,-0.810301
03033.png,-0.83065885,-1.0630869,-0.3525271,3.6479082,-1.3245938,1.0669925,-0.81025517,-0.86640394,0.0019543618,-1.3042425,-1.4386233,-0.33800685
03034.png,-0.41340464,-1.1510782,-1.0970078,0.30276525,-0.28158602,-0.76515007,-0.9915759,-1.0813622,0.5403581,4.250346,-0.93741184,0.5576997
03035.png,-0.06930345,-1.5512115,-0.00324139,3.4326212,-1.3546307,-1.0443745,-0.930341,-0.22233911,1.4491911,0.21242318,-1.0463569,-0.24710523
03036.png,-0.73400515,-0.29915363,-0.21703412,2.225253,-0.107134,-0.6246821,-0.45203525,-1.4802835,3.3313332,-0.8920432,-1.6077352,-0.14256686
03037.png,-0.78125465,-0.610843,-0.906518,0.8668613,-0.7753498,-0.96309966,-0.5794511,-2.0506454,2.750614,-0.14548844,-1.3322961,0.51530147
03038.png,-0.83876574,-1.633476,-0.8606028,3.1169472,-1.0373163,0.2566532,-1.3975791,-0.845671,-0.037341565,0.18520492,-1.2014627,1.5133278
03039.png,5.10802,-0.93054885,-0.38853297,-0.6155116,-0.18796518,-0.6745638,-0.35673702,0.6511201,0.122314006,-0.016910132,-0.084426,-0.1150313
03040.png,-1.1404909,0.3152784,-0.9461103,0.5680086,0.50150883,-0.98485017,-1.1902245,-1.6061867,3.490368,0.6956761,-0.22075403,-0.009751409
03041.png,-0.90611535,-1.0906093,0.0737748,4.055106,-0.48220077,0.37266576,-0.7269005,-0.49519274,-0.5017258,-0.8432068,-1.1207459,-1.093358
03042.png,-0.404926,-1.1332932,-0.22558536,3.9731746,-0.6619954,0.8811619,-0.373739,-0.39367205,-0.7966278,-0.6164702,-0.8610292,-1.0949199
03043.png,-0.36729026,-0.69108766,-0.26671863,0.02514653,-0.056269832,-0.23100401,-0.38083327,-0.16477276,-0.8239285,4.058806,-0.06026543,-0.6607548
03044.png,-0.3791144,-0.5969327,-0.9013965,0.03406354,0.74775267,-0.9277465,-0.9499532,-0.76472384,0.020611733,3.8219764,-0.22505753,-0.20110948
03045.png,-0.41225922,-0.9221206,-0.34839714,4.3213005,-0.6573662,0.4541573,-0.53580767,-0.2865679,-0.37974095,-0.5413693,-0.808887,-1.2880535
03046.png,-0.31646532,-0.80926126,-0.65905523,0.0031318031,-0.5424934,-1.1417295,0.39707398,-1.4772475,2.74474,1.1000873,-0.99024403,0.9795077
03047.png,-0.19996536,-1.0879139,-0.6307833,-0.9314792,-0.56885934,4.4156723,-0.44288445,-0.11715414,0.42492926,-0.7932466,0.14643715,-0.73038167
03048.png,-0.11421186,-1.4482565,-1.3417342,0.8989072,-1.0594252,1.9171673,-1.0691266,-1.979866,2.931505,-0.78409946,-0.46813574,-0.15926898
03049.png,-0.5304944,-0.2212877,-1.2121837,0.7314238,-0.38231418,-0.69028294,-0.35553116,-1.1578125,3.1415343,-0.13252658,0.2906279,-0.3273667
03050.png,-0.3429256,-0.5358179,-0.15129225,-0.79327905,0.77087593,-0.6115202,4.6567216,-0.68858457,-0.4848829,-0.23119122,-0.23266882,-0.63428664
03051.png,-0.43667087,-0.6440202,4.4179487,0.19531395,-0.43358555,-0.98838717,-0.6279048,-0.60778373,0.70233333,-1.0614734,-0.4557945,-0.47440636
03052.png,-0.6488444,-0.5449653,-1.2490166,-0.16427852,0.1687444,-1.0695219,-0.6943243,-1.4268292,2.7138007,2.764948,-0.88856864,0.30587187
03053.png,-0.56877506,-1.0562346,-0.11233749,3.8757408,-0.99118334,1.3317341,-0.9152323,-0.28769866,-0.2827216,-1.0403876,-0.5336483,-1.2489877
03054.png,-0.31147924,-1.374836,-1.3255509,0.63384247,1.0789163,-0.85492146,-0.77942103,-0.9009025,1.8886027,1.1269562,2.5694642,-0.81854266
03055.png,-0.35431606,-1.7977903,-1.0015328,1.2972436,-1.0072144,0.35625583,-1.527612,-1.2932582,0.7727634,-0.72032404,-1.6450794,3.5487862
03056.png,-1.1214318,-1.0227683,1.6067133,3.6852965,-0.8925159,-0.39876518,-0.6237172,-1.0013213,0.3976344,-0.5970433,-0.7589923,-0.846249
03057.png,4.5167418,-1.237861,-0.8817753,-0.6058248,0.08418605,-0.33515096,0.054115314,0.16352393,0.16054626,-0.4151593,0.058619365,-0.49925286
03058.png,4.92662,-0.71985304,-0.5624785,-0.6689711,-0.2794455,-0.38214433,-0.23350292,1.2212265,-0.6690729,0.2101307,-0.07942749,-0.26228845
03059.png,-0.78760016,-0.19189268,-0.23374909,3.8453307,-1.1377478,0.38946658,-0.6386544,-0.8928629,0.46033165,-0.88302916,-1.5718086,-0.7671529
03060.png,-0.723027,-1.093848,-0.3618518,3.9888873,-0.74969566,-0.25896442,-0.83136284,-0.9345351,0.46570265,0.68486047,-0.9020706,-1.0284436
03061.png,-0.26011172,-0.493352,-0.14509915,-0.60640574,1.1122406,-0.5223979,4.5995626,-0.55582523,-0.4642908,-0.367483,-0.10583849,-0.75916743
03062.png,-0.1085913,-1.135735,-0.67448616,-1.0088905,-0.5468018,4.3874435,-0.17824043,-0.2301683,0.36923653,-0.90902627,0.09821693,-0.88733286
03063.png,-0.08570844,-0.91017514,0.0938752,-0.6139897,3.33273,-0.24038768,2.4719949,-0.5176901,0.5517103,-0.22234854,0.182032,-1.1358271
03064.png,-0.08355622,-1.7345622,-0.61159635,2.9584448,-0.9160532,0.12395203,1.2902164,0.08302321,0.28965157,-1.0782077,-1.4926335,0.11699742
03065.png,-0.8221304,-0.7676589,3.2303882,2.6491055,-1.0711035,-0.7745644,-1.2227569,-0.46338892,0.33805102,-0.97722185,-0.70696867,-1.5049616
03066.png,-0.645942,-0.25713572,-0.4629917,0.92292637,-0.08611611,-1.3037505,-0.4073558,-1.5251944,3.5999308,0.64496094,-1.0136564,0.6882905
03067.png,-0.06807561,-0.43646568,-0.55458546,0.31692678,-0.3462402,-0.3054188,0.15513548,-1.3241365,3.0516233,0.5132936,-0.8957907,-0.19127956
03068.png,-0.6555075,-0.6083529,4.699191,0.24726298,-0.6789825,-0.9247805,-1.0610534,-0.64293706,0.029708639,-1.0905747,-0.56411314,-0.5824555
03069.png,-0.5716303,-1.4184074,-0.58063877,0.5465492,-1.0709347,0.39526045,-0.92165065,-1.2723285,0.6595284,-1.1862937,-1.473155,3.8353815
03070.png,0.19203062,-0.022901274,-1.0929387,0.47928765,0.1726995,-0.8393396,-1.3129166,-0.5656535,0.79038846,0.16817689,3.280079,-0.6118758
03071.png,-0.89119923,0.48139614,-0.48590937,1.3725624,-1.1982921,1.4057739,-1.1184437,-1.883162,2.307139,-0.6207727,-1.1432447,-0.74504584
03072.png,-0.9699019,-0.90915304,-0.9348493,1.1464511,0.030793797,-1.1698053,-0.9758927,-1.2085288,1.3305042,3.7209847,-1.0400753,-0.5729439
03073.png,-0.6468226,-1.0483699,3.288866,-0.017854914,-0.526817,-0.14984085,-1.2041469,-0.6027332,-0.035624728,1.3031671,-0.4319464,-0.75966316
03074.png,-0.8556586,-0.42929277,-0.5223805,3.2219415,-0.8275434,-0.18752974,-0.27433786,-1.3962731,1.7411524,-0.76899076,-1.2470803,-0.25394392
03075.png,-0.9413981,1.3248105,-1.8543468,0.11582455,-0.27305344,-0.7551099,-0.1580722,-1.4818057,3.148198,-0.053543255,-0.40455502,-0.28501606
03076.png,-0.8365562,-0.5945805,3.7326677,1.4479599,-0.4691409,-0.7150691,-0.94479716,-0.6522447,0.89720035,-1.1177424,-0.78496057,-0.9213813
03077.png,-0.77674437,-0.83195597,0.049676634,4.4182687,-1.1389135,0.07948194,-0.7325118,-0.65364623,-0.22056825,-0.53291816,-1.0755877,-0.9112946
03078.png,-1.3163449,-0.8614522,-1.6724758,1.307066,-0.30792487,-1.4725645,-1.4898726,-1.6024909,2.1939855,2.70743,-1.2428497,1.239819
03079.png,-0.34043938,-1.4333718,-0.80427134,0.63789064,-0.8264505,3.7502983,-0.8881768,-0.18609898,-0.5149224,0.48516214,-0.18984291,-0.88199985
03080.png,4.832611,-0.70222855,-0.51322216,-0.8787667,0.087636866,-0.20837048,0.39862332,0.5727438,-0.57024485,0.11517094,0.0034406446,-0.2693791
03081.png,-0.9806749,-0.56522256,-1.053111,-0.7633672,0.042011037,-0.6031423,0.32437682,-1.2758255,1.2723176,1.3308554,-0.135402,-0.32842618
03082.png,-0.17636095,-0.3644548,-0.23246856,-0.7652708,0.4905331,-0.53740305,5.0367537,-0.5676791,-0.73690176,-0.013962418,-0.41493824,-0.9120756
03083.png,-0.15412173,-1.6984484,-0.9290464,1.6762322,-0.2021437,-1.1183295,-0.9293313,-0.67667055,1.8322669,1.6617626,1.3695817,-1.1991798
03084.png,-0.78063226,1.1614438,-0.72321784,1.8239031,-0.35101095,-0.8507363,-0.3224814,-1.4846594,3.028351,-0.8112906,-1.6086063,-0.6268469
03085.png,-0.26955208,-1.170902,-0.6847676,1.2962768,-0.5569282,1.1895788,-0.64114106,0.10642859,1.5293276,-1.3806047,-0.30390862,-1.2353206
03086.png,-0.26705122,-0.72100794,-0.7236383,-1.2221134,-0.75101066,4.405987,-0.50183237,-0.24927685,0.95265585,-1.082945,0.48859024,-0.89413464
03087.png,-0.3147847,-0.90591294,-0.8844153,-0.23561874,0.78054357,-1.1593505,-0.1972552,-1.1294427,1.9598742,3.0864093,-0.544635,0.11291608
03088.png,-0.6064161,-1.0858827,-0.72849596,0.20405455,-0.87126803,4.2484674,-0.4756057,-0.19222236,-0.020047367,-1.3566594,-0.54493344,-0.6486309
03089.png,-0.0048701614,-0.5992615,-0.50694895,1.6162229,-1.1022311,-0.9085758,-0.44912255,-1.16728,2.6728277,-0.20016874,-0.09315359,-0.06637414
03090.png,-0.31793615,-0.578403,3.9250677,0.6862586,-0.8011237,-0.2259861,-0.5211196,-0.49393255,-0.12935731,-0.9032679,-0.46193895,-0.91959184
03091.png,-0.17276299,-1.2321975,-0.6093837,-1.1902311,-0.059887953,-0.6675999,5.225555,-0.6750731,-0.42839155,-0.04354939,-0.4677011,-0.6189958
03092.png,1.9341002,-1.5762101,-0.78364486,1.8000609,-1.4380673,-0.48847958,-0.68456256,0.8872458,0.84699273,-0.7832799,-0.83484733,-0.4584902
03093.png,-0.70914936,-1.2044268,-0.61180145,3.625421,-0.9439333,0.24098872,-1.0851028,-0.2161444,-0.6110791,1.1755776,-0.90687,-1.3592565
03094.png,-0.82279,-0.6093535,-0.739953,1.3373742,-0.18260042,-0.86482,-0.75664866,-0.7688489,0.3522044,3.7458954,-0.6039976,-0.35882217
03095.png,-0.67020416,-1.2125056,-0.8580445,1.639756,-1.1540308,0.39384046,-1.3537543,-1.9701145,1.7700319,-0.94602835,-1.4214499,1.9779732
03096.png,-1.1884477,-1.0664784,-0.3790779,1.6147703,-0.818537,-0.63470817,-0.8734617,-1.6634359,2.1839406,-0.5518589,-1.6560565,1.9517941
03097.png,-0.11843099,-1.0799749,-0.75329757,-0.8489273,-0.6997225,4.1688547,-0.5650307,-0.34300548,0.47636512,-0.9621414,0.037412494,-0.73501945
03098.png,-0.7494906,-0.83611107,0.14983878,4.1865172,-0.94830614,0.050365865,-0.54451674,-0.6547145,-0.041384853,-0.84471506,-1.0735695,-0.67934686
03099.png,-0.874027,-0.6394671,-1.4307394,0.026936488,-0.13971588,-1.2379646,-0.45653594,-1.4840918,3.5941832,2.3959813,-0.8398583,0.8781883
03100.png,-0.3768953,-0.5642127,-0.39522842,-1.1201081,-0.07816008,0.25465795,4.429927,-1.0660079,-0.42490944,-0.44859582,-0.18742347,-0.80622196
03101.png,-0.21234603,-0.63645786,-0.8824153,1.9070848,-0.73286104,0.041067287,0.2051889,-1.2728629,1.9311085,0.0064076483,-0.98377955,-0.53688574
03102.png,-0.45132345,-0.40916032,-0.5325031,0.6522716,-0.6332561,0.40548873,-0.43697214,-1.3905609,3.1172628,-0.07886046,-0.8433905,0.006095201
03103.png,-0.27850315,-1.1334726,-0.634004,-0.64018285,-0.6656846,4.1643248,-0.6034837,-0.20206594,0.3377403,-0.9791217,-0.091234386,-0.66404617
03104.png,-0.17830798,-1.1115327,-0.73517907,-0.9193536,-0.5075888,4.493246,-0.4979528,-0.34308127,0.76497996,-1.0884925,0.08108396,-0.6319474
03105.png,-1.0903268,-1.4234817,-1.036079,3.2020824,-1.033247,-0.37905318,-1.7156204,-1.1001941,-0.14627811,1.9618849,-1.476525,0.63164127
03106.png,4.2537804,-0.9091411,-0.7669388,-0.8158293,-0.49398273,1.3958701,-0.7287949,1.4161607,-0.5454036,-0.50160027,-0.10095187,-0.5900583
03107.png,0.023973271,-0.4739964,-0.35457426,0.13410623,-0.020596638,-0.3036739,-0.16107166,-1.324091,2.4460497,0.41043326,-0.5967479,0.114073515
03108.png,-0.9509715,-0.54439956,0.2562886,4.0922666,-1.0133957,-0.030202396,-0.8108609,-0.8180465,-0.086044945,-0.9441441,-1.432387,-0.58475196
03109.png,-0.9250614,-0.7051212,-0.17501235,4.2959194,-0.97781754,0.60337466,-0.99946237,-0.6133581,-0.12200002,-0.6943521,-0.91991127,-0.9616252
03110.png,-0.20239253,-0.7846054,-0.084682584,0.028664999,-0.25369674,-0.07833475,-0.26487517,-0.10676098,-0.98817253,4.210189,0.07833871,-0.67317295
03111.png,-0.6346257,-1.0354311,-0.9395041,-0.3567521,0.39123294,-0.33314922,-0.42076823,-1.0113386,0.021344662,3.8903437,0.021590143,-0.6869116
03112.png,-1.1077331,-0.29337502,-0.48628134,2.3863683,-0.98005635,0.043552626,-1.0002128,-1.5460534,2.1857018,-0.5518266,-1.3582404,0.2247309
03113.png,-0.4240377,-0.52014136,-0.30787218,-0.879876,0.4881182,-0.44999778,5.1144757,-0.4678293,-0.9508592,-0.14622626,-0.25928396,-0.7517141
03114.png,-1.2942961,-0.58926916,2.7367525,-0.028745472,0.038756557,-1.2150664,1.4585512,-1.087858,1.7155042,-0.3295177,-0.6244242,-1.1671702
03115.png,-0.2704199,-1.0067414,-0.20761983,0.2199092,-0.26377928,-0.48921365,-0.7078551,-0.41159034,-0.3406042,4.299163,-0.28398854,-0.26617116
03116.png,-1.0877087,-0.4247689,-0.1383583,3.533084,-1.0362223,-0.078766845,-0.6870208,-1.3171253,1.519681,-0.7955237,-1.587517,-0.35816365
03117.png,-0.013227701,-0.90122247,-0.61406845,-1.0088491,-0.60630834,4.486714,-0.42837495,-0.16723683,0.32335776,-0.84119487,0.13184738,-0.57884026
03118.png,-0.75560254,-0.72776777,-0.039823353,4.4032636,-1.0731535,0.26233435,-0.65040785,-0.5544383,-0.3824663,-0.6163783,-0.96738094,-1.2628548
03119.png,-0.94670594,-1.3184602,-0.9355726,0.7205663,-0.35335016,1.8753878,-0.7061491,-0.72403365,0.9389665,2.2690482,-0.8017217,-0.96454024
03120.png,-0.7581951,4.3002253,-1.0488055,0.39264122,0.08731128,0.06369627,-0.4077536,-0.97912645,1.0643308,-0.97249544,0.14922059,-0.8093717
03121.png,-0.14644693,-0.7327167,-0.24467655,-0.90518796,0.6292059,-0.44753918,4.5362096,-0.68864584,-0.28242475,0.0064878613,-0.27297223,-0.89379334
03122.png,0.05936791,-0.44259292,-0.40671557,-0.7454201,-0.042761013,-0.8453302,4.3993587,-0.818999,-0.17028353,0.10210723,-0.43448877,-0.40360254
03123.png,-1.0716178,-0.7076546,0.22169425,3.751401,-0.26757276,-0.40308368,-0.25390497,-1.2942932,0.4626351,-1.146419,-0.99461746,-1.0200953
03124.png,-0.58332396,-0.01249361,-1.0250156,0.4410283,0.032025382,-0.35821143,-0.41197836,-1.5410733,3.2331617,0.45150107,-1.1427728,0.19115528
03125.png,-0.31071883,-0.56877315,-0.4038332,-1.0994818,-0.07415944,-0.06429751,5.0303173,-0.5645627,-0.702905,-0.2083976,-0.36804724,-0.87096536
03126.png,-0.2518336,-0.7439677,-0.4504953,-0.98662424,-0.025507934,-0.5433314,4.835375,-0.45690688,-0.59622145,-0.08134864,-0.4246252,-0.7796731
03127.png,-0.83274764,0.4375871,3.4577944,-0.4176566,-0.3767028,-0.9075161,-0.6058614,-1.4833697,1.8980645,-0.40469038,-0.06857194,-0.4425645
03128.png,-0.82113695,-1.2645268,-0.282404,4.183324,-1.1220032,0.32883584,-0.871028,-0.73720074,0.25227466,-0.78625804,-1.4836674,-0.5623901
03129.png,-0.087433025,-0.34145293,-0.1306989,-0.84213144,0.16771266,-0.6183501,4.565308,-0.628319,-0.7480319,-0.25301206,-0.13372552,-0.81559455
03130.png,-0.6287143,-0.7476901,4.6055584,0.121103376,-0.70701724,-1.0342541,-0.2606281,-0.42116606,0.011007264,-1.0640638,-0.4860279,-0.48866904
03131.png,-0.6186892,-1.6661475,-1.3115419,0.19360097,-0.66308904,3.2902355,-0.8097272,-1.0815467,1.6600486,-0.026553258,-0.56728554,-0.5716879
03132.png,5.1200914,-0.78221357,-0.38454062,-0.8266298,-0.0907521,-0.94872,-0.6480623,1.3808806,-0.20030719,0.29741448,0.09048294,-0.27596366
03133.png,-0.40163997,-1.2757219,-0.7912127,0.6116368,-1.065281,4.066906,-1.1801035,-0.5878108,-0.17215842,-1.0888453,-0.5568526,0.13860728
03134.png,4.7860827,-0.8479627,0.18013161,-0.53325963,-0.35631457,-0.18377686,-0.3313213,0.57859254,-0.44266343,-0.36520708,-0.00940112,-0.35783094
03135.png,-0.8347447,-0.64132184,3.906496,1.4535439,-0.76518404,-1.0510713,-0.9209833,-0.42407656,0.6060431,-0.83121324,-0.785181,-0.93114823
03136.png,-0.4238855,-1.4951172,-1.3461357,-0.19516522,-0.69569236,-0.29439306,-0.7393574,-1.4577056,0.53134483,-0.03684233,-1.0723213,3.9206119
03137.png,-0.1807997,-0.96462595,-0.87955725,-0.42217666,3.3910875,-0.17109063,-0.18265882,-0.6227495,1.9516604,-0.50459576,1.0863403,-0.90057564
03138.png,-1.1789665,-0.5461551,3.2638488,-0.38184518,-0.14972162,-1.3157203,0.82021046,-1.6884978,1.9644217,-1.2192109,-0.35469782,-0.2879557
03139.png,-0.52986884,-1.9343095,-1.2234199,0.23699822,-0.6632494,-0.37628135,0.5878682,-1.5966059,3.1596017,0.31920722,-0.73900247,1.2412506
03140.png,-0.15852189,-1.1094903,-0.5934196,-1.0978599,-0.63084567,4.469341,-0.23833314,-0.19058324,0.15506838,-0.7216162,0.18618831,-0.60785455
03141.png,2.9396706,-1.0498934,-0.83938026,-0.4476483,-0.6689177,2.1926513,-0.4073898,0.205156,0.5364851,-1.0853004,-0.33910048,-0.57529867
03142.png,-0.3290152,-0.345299,-0.39638686,-0.8342613,-0.14906694,-0.6209666,4.583504,-0.53228605,-0.8349401,-0.2007457,-0.09814628,-0.9308958
03143.png,-0.70076233,-0.7930664,-0.27498052,4.4037085,-0.92964166,0.13983656,-0.9773501,-0.5300084,0.005575463,-0.1415348,-1.1334951,-1.2413659
03144.png,-0.28034693,-0.6099785,-0.9703257,-0.9761337,1.7125461,-0.16953118,3.849883,-0.9873396,0.55804676,-0.7490855,-0.2093718,-1.1584299
03145.png,-0.8189336,-0.027148992,-0.5734111,1.5590054,-0.06420882,-1.0694783,-0.26275626,-1.987389,3.3769338,0.28510848,-0.977153,-0.028302696
03146.png,-0.6262203,-0.6967093,-0.17266023,4.257391,-0.84550357,0.40391484,-0.40547365,-0.6258241,0.21536243,-0.53394383,-0.83304965,-1.3379256
03147.png,-0.37864855,-1.0015609,-0.70722234,1.2082539,-0.5161928,-1.1462309,-0.8437782,-1.450454,3.6064491,0.46834138,-0.41157663,0.038516834
03148.png,-0.012355,-1.0245664,-0.49903467,-1.0316424,-0.57632977,4.162684,-0.3001494,-0.12372817,0.30805686,-0.8716708,0.18664671,-0.70401764
03149.png,-0.5241822,0.28861582,-1.4042163,-0.12508078,-0.67861295,2.313985,-0.27765948,-1.6212635,2.4354367,-0.8927567,-0.6285608,-0.16786698
03150.png,-0.319522,-0.6727551,4.370431,0.38300413,-0.5892054,-0.8509549,-0.82098657,-0.406057,0.13177915,-0.7399637,-0.53790987,-0.89520764
03151.png,-0.22156174,-0.5793257,-0.015576694,-1.27748,-0.048565745,-0.4669811,4.712664,-0.82335293,-0.43635857,-0.31481016,-0.22212037,-0.887354
03152.png,-0.25171626,-1.0090102,-0.61262053,-0.67205983,-0.59261715,4.4146004,-0.45578688,0.0559496,0.10042497,-0.7813831,0.121328816,-0.7923806
03153.png,0.020358756,-1.2484268,-0.81648046,3.5333025,-0.9702027,0.18679117,-0.1725463,0.009841941,0.22448364,-0.5171156,-0.71440595,-1.2145263
03154.png,-0.58959687,-1.7106454,-0.678121,0.19752046,-0.09132095,-0.59969133,-0.55119896,-0.9716144,1.150049,-0.7536206,-0.8563693,3.3659177
03155.png,-0.93797433,-0.68055665,-0.31495175,3.7960835,-1.1390393,0.62801003,-0.75996673,-1.1091322,0.08193837,-0.78258157,-1.3725934,-0.6123224
03156.png,-0.78830826,0.76579046,-0.77939785,2.5796657,-0.9910699,0.69144934,-0.54573834,-1.3036743,1.0150399,-1.2401572,-1.045547,0.00017133355
03157.png,-0.16903941,-0.44073924,-0.32267457,-1.0791683,-0.3952718,-0.716172,4.8258333,-0.7344772,-0.39700925,-0.1084356,-0.34182262,-0.66843635
03158.png,-0.527138,-0.24215516,3.6847005,-0.0044828057,-0.51531494,-1.0072978,-0.28470683,-1.1126295,0.859335,-0.76188356,-0.5071119,-0.5383527
03159.png,-0.5203553,-0.91517687,3.3904116,1.1534142,-0.46849656,-0.58207643,-0.63625085,-0.6733718,0.72409755,-1.0568506,-0.6361026,-1.0387986
03160.png,-0.15433928,-0.7018269,-0.3011844,-0.6997335,0.969898,-0.32178053,4.560184,-0.9336481,-0.07107748,-0.11284231,-0.24291123,-0.68955827
03161.png,-0.83367527,-0.13240643,-0.17472328,3.3351328,-1.0679091,-0.26042044,-0.8797654,-1.5018257,2.092105,-1.0930763,-1.4149951,0.00051822886
03162.png,-1.0935168,-1.0720947,2.2971373,1.2545044,-0.33474004,-1.0022615,-0.90262467,-1.7871456,1.3433075,0.15929782,-0.99763507,-0.22527137
